"","Case","Scen_8_1_a","Scen_15_1_a","Scen_38_1_a","Scen_56_1_a","Scen_79_1_a","Scen_8_3_a","Scen_15_3_a","Scen_38_3_a","Scen_56_3_a","Scen_79_3_a","Scen_8_5_a","Scen_15_5_a","Scen_38_5_a","Scen_56_5_a","Scen_79_5_a","Cases_continuous"
"8900","889",1,1,1,1,1,0.995,1,1,1,1,0.956,1,1,1,1,889
"8901","890",1,1,1,1,1,0.993,1,1,1,1,0.943,1,1,1,1,890
"8902","890",0.999,1,1,1,1,0.996,1,1,1,1,0.923,1,1,1,1,890
"8903","890",1,1,1,1,1,0.995,1,1,1,1,0.945,0.999,1,1,1,890
"8904","890",1,1,1,1,1,0.997,1,1,1,1,0.956,1,1,1,1,890
"8905","890",1,1,1,1,1,0.991,1,1,1,1,0.946,1,1,1,1,890
"8906","890",1,1,1,1,1,0.995,1,1,1,1,0.947,0.999,1,1,1,890
"8907","890",1,1,1,1,1,0.993,1,1,1,1,0.943,1,1,1,1,890
"8908","890",1,1,1,1,1,0.994,1,1,1,1,0.954,1,1,1,1,890
"8909","890",1,1,1,1,1,0.996,1,1,1,1,0.947,0.999,1,1,1,890
"8910","890",1,1,1,1,1,0.992,1,1,1,1,0.927,1,1,1,1,890
"8911","891",0.999,1,1,1,1,0.998,1,1,1,1,0.946,0.999,1,1,1,891
"8912","891",1,1,1,1,1,0.995,1,1,1,1,0.943,1,1,1,1,891
"8913","891",1,1,1,1,1,0.997,1,1,1,1,0.953,1,1,1,1,891
"8914","891",1,1,1,1,1,0.993,1,1,1,1,0.95,1,1,1,1,891
"8915","891",1,1,1,1,1,0.988,1,1,1,1,0.951,1,1,1,1,891
"8916","891",1,1,1,1,1,0.992,1,1,1,1,0.941,1,1,1,1,891
"8917","891",1,1,1,1,1,0.987,1,1,1,1,0.95,1,1,1,1,891
"8918","891",1,1,1,1,1,0.993,1,1,1,1,0.948,1,1,1,1,891
"8919","891",1,1,1,1,1,0.99,1,1,1,1,0.943,1,1,1,1,891
"8920","891",0.999,1,1,1,1,0.994,1,1,1,1,0.932,1,1,1,1,891
"8921","892",1,1,1,1,1,0.998,1,1,1,1,0.938,0.999,1,1,1,892
"8922","892",0.999,1,1,1,1,0.994,1,1,1,1,0.961,1,1,1,1,892
"8923","892",0.999,1,1,1,1,0.99,1,1,1,1,0.943,1,1,1,1,892
"8924","892",1,1,1,1,1,0.994,1,1,1,1,0.941,1,1,1,1,892
"8925","892",1,1,1,1,1,0.986,1,1,1,1,0.946,1,1,1,1,892
"8926","892",1,1,1,1,1,0.998,1,1,1,1,0.936,1,1,1,1,892
"8927","892",1,1,1,1,1,0.989,1,1,1,1,0.948,1,1,1,1,892
"8928","892",0.999,1,1,1,1,0.993,1,1,1,1,0.942,1,1,1,1,892
"8929","892",1,1,1,1,1,0.989,1,1,1,1,0.946,1,1,1,1,892
"8930","892",0.999,1,1,1,1,0.993,1,1,1,1,0.945,0.999,1,1,1,892
"8931","893",1,1,1,1,1,0.994,1,1,1,1,0.941,1,1,1,1,893
"8932","893",1,1,1,1,1,0.993,1,1,1,1,0.966,1,1,1,1,893
"8933","893",0.998,1,1,1,1,0.994,1,1,1,1,0.943,1,1,1,1,893
"8934","893",1,1,1,1,1,0.992,1,1,1,1,0.937,1,1,1,1,893
"8935","893",1,1,1,1,1,0.994,1,1,1,1,0.955,0.999,1,1,1,893
"8936","893",1,1,1,1,1,0.994,1,1,1,1,0.957,1,1,1,1,893
"8937","893",1,1,1,1,1,0.994,1,1,1,1,0.95,1,1,1,1,893
"8938","893",1,1,1,1,1,1,1,1,1,1,0.947,1,1,1,1,893
"8939","893",1,1,1,1,1,0.997,1,1,1,1,0.946,0.999,1,1,1,893
"8940","893",1,1,1,1,1,0.99,1,1,1,1,0.938,1,1,1,1,893
"8941","894",1,1,1,1,1,0.991,1,1,1,1,0.938,0.999,1,1,1,894
"8942","894",1,1,1,1,1,0.994,1,1,1,1,0.937,1,1,1,1,894
"8943","894",1,1,1,1,1,0.99,1,1,1,1,0.94,1,1,1,1,894
"8944","894",1,1,1,1,1,0.995,1,1,1,1,0.941,1,1,1,1,894
"8945","894",0.999,1,1,1,1,0.993,1,1,1,1,0.952,1,1,1,1,894
"8946","894",1,1,1,1,1,0.996,1,1,1,1,0.943,1,1,1,1,894
"8947","894",1,1,1,1,1,0.992,1,1,1,1,0.941,0.999,1,1,1,894
"8948","894",1,1,1,1,1,0.993,1,1,1,1,0.935,1,1,1,1,894
"8949","894",1,1,1,1,1,0.993,1,1,1,1,0.949,1,1,1,1,894
"8950","894",0.999,1,1,1,1,0.995,1,1,1,1,0.94,1,1,1,1,894
"8951","895",1,1,1,1,1,0.994,1,1,1,1,0.945,1,1,1,1,895
"8952","895",1,1,1,1,1,0.985,1,1,1,1,0.94,0.999,1,1,1,895
"8953","895",1,1,1,1,1,0.994,1,1,1,1,0.952,1,1,1,1,895
"8954","895",1,1,1,1,1,0.997,1,1,1,1,0.941,1,1,1,1,895
"8955","895",1,1,1,1,1,0.988,1,1,1,1,0.947,0.999,1,1,1,895
"8956","895",0.999,1,1,1,1,0.991,1,1,1,1,0.945,1,1,1,1,895
"8957","895",1,1,1,1,1,0.995,1,1,1,1,0.94,1,1,1,1,895
"8958","895",1,1,1,1,1,0.997,1,1,1,1,0.957,1,1,1,1,895
"8959","895",1,1,1,1,1,0.998,1,1,1,1,0.94,0.999,1,1,1,895
"8960","895",0.999,1,1,1,1,0.996,1,1,1,1,0.944,0.998,1,1,1,895
"8961","896",1,1,1,1,1,0.991,1,1,1,1,0.942,1,1,1,1,896
"8962","896",1,1,1,1,1,0.997,1,1,1,1,0.924,1,1,1,1,896
"8963","896",1,1,1,1,1,0.992,1,1,1,1,0.95,1,1,1,1,896
"8964","896",1,1,1,1,1,0.993,1,1,1,1,0.948,1,1,1,1,896
"8965","896",1,1,1,1,1,0.999,1,1,1,1,0.939,0.999,1,1,1,896
"8966","896",1,1,1,1,1,0.986,1,1,1,1,0.941,1,1,1,1,896
"8967","896",1,1,1,1,1,0.992,1,1,1,1,0.938,0.999,1,1,1,896
"8968","896",1,1,1,1,1,0.995,1,1,1,1,0.947,1,1,1,1,896
"8969","896",1,1,1,1,1,0.992,1,1,1,1,0.932,1,1,1,1,896
"8970","896",1,1,1,1,1,0.995,1,1,1,1,0.934,1,1,1,1,896
"8971","897",1,1,1,1,1,0.996,1,1,1,1,0.941,1,1,1,1,897
"8972","897",0.999,1,1,1,1,0.994,1,1,1,1,0.943,1,1,1,1,897
"8973","897",1,1,1,1,1,0.986,1,1,1,1,0.942,1,1,1,1,897
"8974","897",1,1,1,1,1,0.993,1,1,1,1,0.956,0.999,1,1,1,897
"8975","897",0.998,1,1,1,1,0.996,1,1,1,1,0.961,0.999,1,1,1,897
"8976","897",1,1,1,1,1,0.994,1,1,1,1,0.942,1,1,1,1,897
"8977","897",1,1,1,1,1,0.993,1,1,1,1,0.943,1,1,1,1,897
"8978","897",1,1,1,1,1,0.992,1,1,1,1,0.945,1,1,1,1,897
"8979","897",0.999,1,1,1,1,0.99,1,1,1,1,0.949,1,1,1,1,897
"8980","897",1,1,1,1,1,0.989,1,1,1,1,0.942,1,1,1,1,897
"8981","898",1,1,1,1,1,0.996,1,1,1,1,0.95,1,1,1,1,898
"8982","898",1,1,1,1,1,0.994,1,1,1,1,0.934,1,1,1,1,898
"8983","898",1,1,1,1,1,0.996,1,1,1,1,0.962,1,1,1,1,898
"8984","898",1,1,1,1,1,0.991,1,1,1,1,0.941,1,1,1,1,898
"8985","898",1,1,1,1,1,0.99,1,1,1,1,0.942,1,1,1,1,898
"8986","898",1,1,1,1,1,0.996,1,1,1,1,0.947,1,1,1,1,898
"8987","898",1,1,1,1,1,0.987,1,1,1,1,0.944,1,1,1,1,898
"8988","898",0.999,1,1,1,1,0.994,1,1,1,1,0.957,1,1,1,1,898
"8989","898",1,1,1,1,1,0.998,1,1,1,1,0.958,1,1,1,1,898
"8990","898",1,1,1,1,1,0.996,1,1,1,1,0.93,1,1,1,1,898
"8991","899",1,1,1,1,1,0.993,1,1,1,1,0.938,1,1,1,1,899
"8992","899",1,1,1,1,1,0.993,1,1,1,1,0.948,1,1,1,1,899
"8993","899",1,1,1,1,1,0.996,1,1,1,1,0.948,1,1,1,1,899
"8994","899",1,1,1,1,1,0.995,1,1,1,1,0.943,1,1,1,1,899
"8995","899",1,1,1,1,1,0.997,1,1,1,1,0.941,1,1,1,1,899
"8996","899",1,1,1,1,1,0.995,1,1,1,1,0.956,1,1,1,1,899
"8997","899",1,1,1,1,1,0.996,1,1,1,1,0.939,1,1,1,1,899
"8998","899",0.999,1,1,1,1,0.994,1,1,1,1,0.956,1,1,1,1,899
"8999","899",0.999,1,1,1,1,0.992,1,1,1,1,0.942,1,1,1,1,899
"9000","899",1,1,1,1,1,0.991,1,1,1,1,0.931,1,1,1,1,899
"9001","900",1,1,1,1,1,0.993,1,1,1,1,0.948,1,1,1,1,900
"9002","900",1,1,1,1,1,0.995,1,1,1,1,0.945,1,1,1,1,900
"9003","900",1,1,1,1,1,0.992,1,1,1,1,0.947,1,1,1,1,900
"9004","900",1,1,1,1,1,0.997,1,1,1,1,0.943,0.999,1,1,1,900
"9005","900",1,1,1,1,1,0.988,1,1,1,1,0.955,0.999,1,1,1,900
"9006","900",1,1,1,1,1,0.994,1,1,1,1,0.957,1,1,1,1,900
"9007","900",1,1,1,1,1,0.995,1,1,1,1,0.947,1,1,1,1,900
"9008","900",1,1,1,1,1,0.995,1,1,1,1,0.938,1,1,1,1,900
"9009","900",1,1,1,1,1,0.992,1,1,1,1,0.952,1,1,1,1,900
"9010","900",1,1,1,1,1,0.992,1,1,1,1,0.961,1,1,1,1,900
"9011","901",1,1,1,1,1,0.994,1,1,1,1,0.95,1,1,1,1,901
"9012","901",1,1,1,1,1,0.995,1,1,1,1,0.948,1,1,1,1,901
"9013","901",1,1,1,1,1,0.995,1,1,1,1,0.959,1,1,1,1,901
"9014","901",1,1,1,1,1,0.999,1,1,1,1,0.946,1,1,1,1,901
"9015","901",1,1,1,1,1,0.992,1,1,1,1,0.946,1,1,1,1,901
"9016","901",0.999,1,1,1,1,0.999,1,1,1,1,0.951,1,1,1,1,901
"9017","901",1,1,1,1,1,0.995,1,1,1,1,0.941,1,1,1,1,901
"9018","901",1,1,1,1,1,0.994,1,1,1,1,0.96,0.998,1,1,1,901
"9019","901",1,1,1,1,1,0.997,1,1,1,1,0.934,1,1,1,1,901
"9020","901",1,1,1,1,1,0.992,1,1,1,1,0.953,0.999,1,1,1,901
"9021","902",1,1,1,1,1,0.997,1,1,1,1,0.963,1,1,1,1,902
"9022","902",1,1,1,1,1,0.995,1,1,1,1,0.946,1,1,1,1,902
"9023","902",1,1,1,1,1,0.991,1,1,1,1,0.943,0.999,1,1,1,902
"9024","902",1,1,1,1,1,0.997,1,1,1,1,0.955,0.999,1,1,1,902
"9025","902",1,1,1,1,1,0.998,1,1,1,1,0.956,1,1,1,1,902
"9026","902",1,1,1,1,1,0.997,1,1,1,1,0.952,1,1,1,1,902
"9027","902",1,1,1,1,1,0.997,1,1,1,1,0.962,1,1,1,1,902
"9028","902",1,1,1,1,1,0.997,1,1,1,1,0.952,1,1,1,1,902
"9029","902",1,1,1,1,1,0.992,1,1,1,1,0.941,1,1,1,1,902
"9030","902",1,1,1,1,1,0.997,1,1,1,1,0.948,1,1,1,1,902
"9031","903",1,1,1,1,1,0.994,1,1,1,1,0.944,1,1,1,1,903
"9032","903",1,1,1,1,1,0.99,1,1,1,1,0.943,1,1,1,1,903
"9033","903",1,1,1,1,1,0.996,1,1,1,1,0.941,1,1,1,1,903
"9034","903",1,1,1,1,1,0.989,1,1,1,1,0.936,1,1,1,1,903
"9035","903",1,1,1,1,1,0.997,1,1,1,1,0.946,1,1,1,1,903
"9036","903",1,1,1,1,1,0.996,1,1,1,1,0.936,1,1,1,1,903
"9037","903",1,1,1,1,1,0.996,1,1,1,1,0.95,1,1,1,1,903
"9038","903",1,1,1,1,1,0.99,1,1,1,1,0.943,1,1,1,1,903
"9039","903",1,1,1,1,1,0.993,1,1,1,1,0.948,1,1,1,1,903
"9040","903",1,1,1,1,1,0.995,1,1,1,1,0.948,1,1,1,1,903
"9041","904",1,1,1,1,1,0.996,1,1,1,1,0.94,1,1,1,1,904
"9042","904",1,1,1,1,1,0.994,1,1,1,1,0.939,1,1,1,1,904
"9043","904",1,1,1,1,1,0.996,1,1,1,1,0.946,1,1,1,1,904
"9044","904",1,1,1,1,1,0.992,1,1,1,1,0.938,1,1,1,1,904
"9045","904",1,1,1,1,1,0.996,1,1,1,1,0.948,1,1,1,1,904
"9046","904",1,1,1,1,1,0.995,1,1,1,1,0.95,0.999,1,1,1,904
"9047","904",0.999,1,1,1,1,0.992,1,1,1,1,0.96,1,1,1,1,904
"9048","904",1,1,1,1,1,0.995,1,1,1,1,0.954,0.999,1,1,1,904
"9049","904",1,1,1,1,1,0.994,1,1,1,1,0.95,1,1,1,1,904
"9050","904",1,1,1,1,1,0.996,1,1,1,1,0.947,1,1,1,1,904
"9051","905",1,1,1,1,1,0.995,1,1,1,1,0.961,0.999,1,1,1,905
"9052","905",1,1,1,1,1,0.992,1,1,1,1,0.948,1,1,1,1,905
"9053","905",1,1,1,1,1,0.994,1,1,1,1,0.936,1,1,1,1,905
"9054","905",1,1,1,1,1,0.996,1,1,1,1,0.932,1,1,1,1,905
"9055","905",0.999,1,1,1,1,0.993,1,1,1,1,0.947,0.999,1,1,1,905
"9056","905",1,1,1,1,1,0.993,1,1,1,1,0.951,1,1,1,1,905
"9057","905",1,1,1,1,1,0.994,1,1,1,1,0.953,1,1,1,1,905
"9058","905",1,1,1,1,1,0.993,1,1,1,1,0.939,1,1,1,1,905
"9059","905",1,1,1,1,1,0.998,1,1,1,1,0.937,1,1,1,1,905
"9060","905",0.999,1,1,1,1,0.989,1,1,1,1,0.943,1,1,1,1,905
"9061","906",1,1,1,1,1,0.998,1,1,1,1,0.946,0.999,1,1,1,906
"9062","906",1,1,1,1,1,0.995,1,1,1,1,0.944,1,1,1,1,906
"9063","906",1,1,1,1,1,0.994,1,1,1,1,0.943,1,1,1,1,906
"9064","906",1,1,1,1,1,0.998,1,1,1,1,0.949,0.999,1,1,1,906
"9065","906",1,1,1,1,1,0.989,1,1,1,1,0.951,1,1,1,1,906
"9066","906",1,1,1,1,1,0.992,1,1,1,1,0.955,1,1,1,1,906
"9067","906",1,1,1,1,1,0.998,1,1,1,1,0.953,1,1,1,1,906
"9068","906",1,1,1,1,1,0.994,1,1,1,1,0.958,1,1,1,1,906
"9069","906",0.999,1,1,1,1,0.99,1,1,1,1,0.952,1,1,1,1,906
"9070","906",1,1,1,1,1,0.993,1,1,1,1,0.952,1,1,1,1,906
"9071","907",1,1,1,1,1,0.996,1,1,1,1,0.948,1,1,1,1,907
"9072","907",0.999,1,1,1,1,0.993,1,1,1,1,0.944,1,1,1,1,907
"9073","907",1,1,1,1,1,0.996,1,1,1,1,0.948,1,1,1,1,907
"9074","907",0.999,1,1,1,1,0.995,1,1,1,1,0.937,1,1,1,1,907
"9075","907",1,1,1,1,1,0.994,1,1,1,1,0.936,0.999,1,1,1,907
"9076","907",1,1,1,1,1,0.996,1,1,1,1,0.95,1,1,1,1,907
"9077","907",1,1,1,1,1,0.992,1,1,1,1,0.949,1,1,1,1,907
"9078","907",1,1,1,1,1,0.995,1,1,1,1,0.941,0.999,1,1,1,907
"9079","907",0.999,1,1,1,1,0.994,1,1,1,1,0.939,1,1,1,1,907
"9080","907",1,1,1,1,1,0.994,1,1,1,1,0.964,1,1,1,1,907
"9081","908",1,1,1,1,1,0.994,1,1,1,1,0.951,1,1,1,1,908
"9082","908",1,1,1,1,1,0.993,1,1,1,1,0.956,1,1,1,1,908
"9083","908",1,1,1,1,1,0.995,1,1,1,1,0.938,1,1,1,1,908
"9084","908",0.999,1,1,1,1,0.993,1,1,1,1,0.961,1,1,1,1,908
"9085","908",1,1,1,1,1,0.995,1,1,1,1,0.955,1,1,1,1,908
"9086","908",1,1,1,1,1,0.989,1,1,1,1,0.949,1,1,1,1,908
"9087","908",1,1,1,1,1,0.994,1,1,1,1,0.954,1,1,1,1,908
"9088","908",1,1,1,1,1,0.996,1,1,1,1,0.951,1,1,1,1,908
"9089","908",1,1,1,1,1,0.998,1,1,1,1,0.951,1,1,1,1,908
"9090","908",1,1,1,1,1,0.995,1,1,1,1,0.957,1,1,1,1,908
"9091","909",1,1,1,1,1,0.995,1,1,1,1,0.935,1,1,1,1,909
"9092","909",1,1,1,1,1,0.996,1,1,1,1,0.958,1,1,1,1,909
"9093","909",0.999,1,1,1,1,0.996,1,1,1,1,0.953,1,1,1,1,909
"9094","909",1,1,1,1,1,0.992,1,1,1,1,0.945,1,1,1,1,909
"9095","909",1,1,1,1,1,0.995,1,1,1,1,0.939,1,1,1,1,909
"9096","909",1,1,1,1,1,0.993,1,1,1,1,0.946,1,1,1,1,909
"9097","909",1,1,1,1,1,0.996,1,1,1,1,0.955,1,1,1,1,909
"9098","909",1,1,1,1,1,0.994,1,1,1,1,0.951,1,1,1,1,909
"9099","909",1,1,1,1,1,0.997,1,1,1,1,0.948,1,1,1,1,909
"9100","909",1,1,1,1,1,0.995,1,1,1,1,0.943,1,1,1,1,909
"9101","910",0.999,1,1,1,1,0.998,1,1,1,1,0.941,1,1,1,1,910
"9102","910",0.998,1,1,1,1,0.997,1,1,1,1,0.955,1,1,1,1,910
"9103","910",1,1,1,1,1,0.991,1,1,1,1,0.947,1,1,1,1,910
"9104","910",1,1,1,1,1,0.995,1,1,1,1,0.963,1,1,1,1,910
"9105","910",1,1,1,1,1,0.996,1,1,1,1,0.947,1,1,1,1,910
"9106","910",1,1,1,1,1,0.997,1,1,1,1,0.949,1,1,1,1,910
"9107","910",1,1,1,1,1,0.993,1,1,1,1,0.946,1,1,1,1,910
"9108","910",1,1,1,1,1,0.998,1,1,1,1,0.956,1,1,1,1,910
"9109","910",1,1,1,1,1,0.993,1,1,1,1,0.951,1,1,1,1,910
"9110","910",1,1,1,1,1,0.997,1,1,1,1,0.952,0.999,1,1,1,910
"9111","911",1,1,1,1,1,0.998,1,1,1,1,0.95,1,1,1,1,911
"9112","911",1,1,1,1,1,0.992,1,1,1,1,0.957,1,1,1,1,911
"9113","911",1,1,1,1,1,0.995,1,1,1,1,0.956,0.999,1,1,1,911
"9114","911",1,1,1,1,1,0.995,1,1,1,1,0.946,1,1,1,1,911
"9115","911",1,1,1,1,1,0.994,1,1,1,1,0.939,1,1,1,1,911
"9116","911",1,1,1,1,1,0.998,1,1,1,1,0.95,1,1,1,1,911
"9117","911",1,1,1,1,1,0.997,1,1,1,1,0.947,1,1,1,1,911
"9118","911",1,1,1,1,1,0.994,1,1,1,1,0.946,1,1,1,1,911
"9119","911",1,1,1,1,1,0.997,1,1,1,1,0.949,1,1,1,1,911
"9120","911",1,1,1,1,1,0.996,1,1,1,1,0.944,0.999,1,1,1,911
"9121","912",1,1,1,1,1,0.995,1,1,1,1,0.949,1,1,1,1,912
"9122","912",1,1,1,1,1,0.995,1,1,1,1,0.944,1,1,1,1,912
"9123","912",1,1,1,1,1,0.999,1,1,1,1,0.937,1,1,1,1,912
"9124","912",1,1,1,1,1,0.989,1,1,1,1,0.951,1,1,1,1,912
"9125","912",1,1,1,1,1,0.993,1,1,1,1,0.952,1,1,1,1,912
"9126","912",1,1,1,1,1,0.993,1,1,1,1,0.951,1,1,1,1,912
"9127","912",1,1,1,1,1,0.995,1,1,1,1,0.943,1,1,1,1,912
"9128","912",1,1,1,1,1,0.994,1,1,1,1,0.94,1,1,1,1,912
"9129","912",0.998,1,1,1,1,0.996,1,1,1,1,0.928,1,1,1,1,912
"9130","912",1,1,1,1,1,0.992,1,1,1,1,0.952,1,1,1,1,912
"9131","913",1,1,1,1,1,0.993,1,1,1,1,0.951,1,1,1,1,913
"9132","913",1,1,1,1,1,0.993,1,1,1,1,0.952,1,1,1,1,913
"9133","913",0.999,1,1,1,1,0.996,1,1,1,1,0.955,1,1,1,1,913
"9134","913",1,1,1,1,1,0.991,1,1,1,1,0.952,1,1,1,1,913
"9135","913",1,1,1,1,1,0.994,1,1,1,1,0.953,1,1,1,1,913
"9136","913",1,1,1,1,1,0.993,1,1,1,1,0.948,1,1,1,1,913
"9137","913",1,1,1,1,1,0.995,1,1,1,1,0.957,1,1,1,1,913
"9138","913",1,1,1,1,1,0.991,1,1,1,1,0.967,1,1,1,1,913
"9139","913",1,1,1,1,1,0.989,1,1,1,1,0.95,1,1,1,1,913
"9140","913",1,1,1,1,1,0.994,1,1,1,1,0.958,1,1,1,1,913
"9141","914",1,1,1,1,1,0.994,1,1,1,1,0.951,1,1,1,1,914
"9142","914",1,1,1,1,1,0.998,1,1,1,1,0.957,1,1,1,1,914
"9143","914",0.999,1,1,1,1,0.995,1,1,1,1,0.941,1,1,1,1,914
"9144","914",1,1,1,1,1,0.993,1,1,1,1,0.945,1,1,1,1,914
"9145","914",1,1,1,1,1,0.997,1,1,1,1,0.949,0.999,1,1,1,914
"9146","914",1,1,1,1,1,0.995,1,1,1,1,0.95,0.999,1,1,1,914
"9147","914",0.999,1,1,1,1,0.994,1,1,1,1,0.954,0.999,1,1,1,914
"9148","914",1,1,1,1,1,0.998,1,1,1,1,0.95,1,1,1,1,914
"9149","914",1,1,1,1,1,0.994,1,1,1,1,0.939,1,1,1,1,914
"9150","914",1,1,1,1,1,0.996,1,1,1,1,0.948,1,1,1,1,914
"9151","915",1,1,1,1,1,0.995,1,1,1,1,0.941,1,1,1,1,915
"9152","915",1,1,1,1,1,0.992,1,1,1,1,0.95,1,1,1,1,915
"9153","915",1,1,1,1,1,0.996,1,1,1,1,0.944,1,1,1,1,915
"9154","915",1,1,1,1,1,0.994,1,1,1,1,0.951,1,1,1,1,915
"9155","915",1,1,1,1,1,0.992,1,1,1,1,0.937,1,1,1,1,915
"9156","915",1,1,1,1,1,0.994,1,1,1,1,0.954,1,1,1,1,915
"9157","915",1,1,1,1,1,0.99,1,1,1,1,0.95,1,1,1,1,915
"9158","915",1,1,1,1,1,0.99,1,1,1,1,0.934,1,1,1,1,915
"9159","915",1,1,1,1,1,0.998,1,1,1,1,0.952,0.999,1,1,1,915
"9160","915",1,1,1,1,1,0.994,1,1,1,1,0.954,1,1,1,1,915
"9161","916",1,1,1,1,1,0.994,1,1,1,1,0.946,1,1,1,1,916
"9162","916",1,1,1,1,1,0.995,1,1,1,1,0.952,1,1,1,1,916
"9163","916",1,1,1,1,1,0.992,1,1,1,1,0.954,1,1,1,1,916
"9164","916",0.999,1,1,1,1,0.996,1,1,1,1,0.954,0.999,1,1,1,916
"9165","916",1,1,1,1,1,0.995,1,1,1,1,0.95,1,1,1,1,916
"9166","916",1,1,1,1,1,0.994,1,1,1,1,0.935,1,1,1,1,916
"9167","916",1,1,1,1,1,0.995,1,1,1,1,0.954,0.999,1,1,1,916
"9168","916",1,1,1,1,1,0.999,1,1,1,1,0.959,1,1,1,1,916
"9169","916",1,1,1,1,1,0.999,1,1,1,1,0.956,1,1,1,1,916
"9170","916",1,1,1,1,1,0.994,1,1,1,1,0.964,1,1,1,1,916
"9171","917",1,1,1,1,1,0.992,1,1,1,1,0.95,1,1,1,1,917
"9172","917",1,1,1,1,1,1,1,1,1,1,0.956,1,1,1,1,917
"9173","917",1,1,1,1,1,0.992,1,1,1,1,0.962,1,1,1,1,917
"9174","917",1,1,1,1,1,0.992,1,1,1,1,0.961,1,1,1,1,917
"9175","917",1,1,1,1,1,0.997,1,1,1,1,0.951,1,1,1,1,917
"9176","917",1,1,1,1,1,0.998,1,1,1,1,0.948,1,1,1,1,917
"9177","917",1,1,1,1,1,0.996,1,1,1,1,0.95,1,1,1,1,917
"9178","917",1,1,1,1,1,0.996,1,1,1,1,0.95,1,1,1,1,917
"9179","917",1,1,1,1,1,0.994,1,1,1,1,0.961,1,1,1,1,917
"9180","917",1,1,1,1,1,0.994,1,1,1,1,0.952,1,1,1,1,917
"9181","918",1,1,1,1,1,0.994,1,1,1,1,0.951,1,1,1,1,918
"9182","918",1,1,1,1,1,0.989,1,1,1,1,0.951,1,1,1,1,918
"9183","918",1,1,1,1,1,0.995,1,1,1,1,0.947,0.998,1,1,1,918
"9184","918",0.999,1,1,1,1,0.994,1,1,1,1,0.954,1,1,1,1,918
"9185","918",1,1,1,1,1,0.993,1,1,1,1,0.953,1,1,1,1,918
"9186","918",0.999,1,1,1,1,0.997,1,1,1,1,0.96,1,1,1,1,918
"9187","918",1,1,1,1,1,0.996,1,1,1,1,0.948,1,1,1,1,918
"9188","918",1,1,1,1,1,0.992,1,1,1,1,0.938,0.999,1,1,1,918
"9189","918",1,1,1,1,1,0.995,1,1,1,1,0.96,0.999,1,1,1,918
"9190","918",1,1,1,1,1,0.994,1,1,1,1,0.946,1,1,1,1,918
"9191","919",1,1,1,1,1,0.999,1,1,1,1,0.949,1,1,1,1,919
"9192","919",1,1,1,1,1,0.995,1,1,1,1,0.961,1,1,1,1,919
"9193","919",1,1,1,1,1,0.995,1,1,1,1,0.957,1,1,1,1,919
"9194","919",1,1,1,1,1,0.996,1,1,1,1,0.948,1,1,1,1,919
"9195","919",1,1,1,1,1,1,1,1,1,1,0.945,1,1,1,1,919
"9196","919",1,1,1,1,1,0.994,1,1,1,1,0.941,1,1,1,1,919
"9197","919",1,1,1,1,1,0.993,1,1,1,1,0.941,1,1,1,1,919
"9198","919",0.999,1,1,1,1,0.994,1,1,1,1,0.941,1,1,1,1,919
"9199","919",1,1,1,1,1,0.996,1,1,1,1,0.95,0.999,1,1,1,919
"9200","919",1,1,1,1,1,0.995,1,1,1,1,0.95,0.999,1,1,1,919
"9201","920",1,1,1,1,1,0.997,1,1,1,1,0.963,0.999,1,1,1,920
"9202","920",1,1,1,1,1,0.994,1,1,1,1,0.96,1,1,1,1,920
"9203","920",1,1,1,1,1,0.994,1,1,1,1,0.95,1,1,1,1,920
"9204","920",1,1,1,1,1,0.994,1,1,1,1,0.939,1,1,1,1,920
"9205","920",1,1,1,1,1,0.997,1,1,1,1,0.943,1,1,1,1,920
"9206","920",1,1,1,1,1,0.996,1,1,1,1,0.945,1,1,1,1,920
"9207","920",1,1,1,1,1,0.995,1,1,1,1,0.947,1,1,1,1,920
"9208","920",1,1,1,1,1,0.994,1,1,1,1,0.951,1,1,1,1,920
"9209","920",1,1,1,1,1,0.994,1,1,1,1,0.946,1,1,1,1,920
"9210","920",1,1,1,1,1,0.991,1,1,1,1,0.948,1,1,1,1,920
"9211","921",1,1,1,1,1,0.997,1,1,1,1,0.948,1,1,1,1,921
"9212","921",1,1,1,1,1,0.997,1,1,1,1,0.949,1,1,1,1,921
"9213","921",1,1,1,1,1,0.997,1,1,1,1,0.963,1,1,1,1,921
"9214","921",0.999,1,1,1,1,0.991,1,1,1,1,0.94,1,1,1,1,921
"9215","921",1,1,1,1,1,0.995,1,1,1,1,0.959,1,1,1,1,921
"9216","921",1,1,1,1,1,0.997,1,1,1,1,0.953,1,1,1,1,921
"9217","921",0.999,1,1,1,1,0.993,1,1,1,1,0.945,1,1,1,1,921
"9218","921",1,1,1,1,1,1,1,1,1,1,0.955,1,1,1,1,921
"9219","921",1,1,1,1,1,0.996,1,1,1,1,0.952,1,1,1,1,921
"9220","921",1,1,1,1,1,0.995,1,1,1,1,0.963,1,1,1,1,921
"9221","922",1,1,1,1,1,0.992,1,1,1,1,0.958,1,1,1,1,922
"9222","922",1,1,1,1,1,0.991,1,1,1,1,0.95,0.998,1,1,1,922
"9223","922",1,1,1,1,1,0.995,1,1,1,1,0.943,1,1,1,1,922
"9224","922",0.999,1,1,1,1,0.997,1,1,1,1,0.948,1,1,1,1,922
